コード,終値,日付
9313.T,1064.0,2026-07-23
9311.T,8030.0,2026-07-22
8818.T,1106.0,2026-07-23
2918.T,2766.0,2026-07-23
8233.T,2255.0,2026-07-23
7071.T,370.0,2026-07-23
9380.T,418.0,2026-07-23
9778.T,5600.0,2026-07-23
9069.T,2186.5,2026-07-23
9956.T,3210.0,2026-07-23
9432.T,149.7,2026-07-23
3192.T,300.0,2026-07-23
4691.T,2284.0,2026-07-23
9366.T,1050.0,2026-07-23
3021.T,1625.0,2026-07-23
3612.T,1591.0,2026-07-23
7083.T,1078.0,2026-07-23
9534.T,776.0,2026-07-23
9704.T,33.0,2026-07-23
9399.T,14.0,2026-07-23
2778.T,110.0,2026-07-23
8107.T,31.0,2026-07-23
3182.T,1571.0,2026-07-23
9619.T,2375.0,2026-07-23
9326.T,499.0,2026-07-23
9502.T,2954.5,2026-07-23
9251.T,1339.0,2026-07-23
7686.T,423.0,2026-07-23
2933.T,1083.0,2026-07-23
8273.T,983.0,2026-07-23
4343.T,2603.0,2026-07-23
4615.T,128.0,2026-07-23
4245.T,676.0,2026-07-23
4720.T,242.0,2026-07-23
8181.T,1015.0,2026-07-23
7743.T,521.0,2026-07-23
2502.T,1631.5,2026-07-23
9142.T,3600.0,2026-07-23
3086.T,2948.0,2026-07-23
9846.T,1000.0,2026-07-23
9166.T,581.0,2026-07-23
3326.T,625.0,2026-07-23
3861.T,869.2,2026-07-23
8830.T,3695.0,2026-07-23
549A.T,464.0,2026-07-23
3289.T,1344.0,2026-07-23
7814.T,620.0,2026-07-23
9045.T,3175.0,2026-07-23
7065.T,1015.0,2026-07-23
8267.T,1333.0,2026-07-23
2653.T,2840.0,2026-07-23
3382.T,2080.0,2026-07-23
2927.T,858.0,2026-07-23
4235.T,699.0,2026-07-23
5074.T,804.0,2026-07-23
6217.T,820.0,2026-07-23
7037.T,844.0,2026-07-23
9008.T,777.9,2026-07-23
9052.T,1988.0,2026-07-23
4188.T,1216.0,2026-07-23
4100.T,1488.0,2026-07-23
9051.T,1290.0,2026-07-22
9903.T,885.0,2026-07-23
7215.T,418.0,2026-07-23
5938.T,1847.0,2026-07-23
9173.T,2930.0,2026-07-23
5852.T,717.0,2026-07-23
6625.T,349.0,2026-07-23
7111.T,482.0,2026-07-23
8086.T,1553.5,2026-07-23
9006.T,1549.0,2026-07-23
9842.T,1877.0,2026-07-23
3293.T,767.0,2026-07-23
4436.T,459.0,2026-07-23
477A.T,606.0,2026-07-23
2138.T,464.0,2026-07-23
9022.T,3830.0,2026-07-23
7593.T,483.0,2026-07-23
7267.T,1566.5,2026-07-23
9063.T,4005.0,2026-07-23
8804.T,3453.0,2026-07-23
5204.T,3030.0,2026-07-23
3370.T,481.0,2026-07-23
5707.T,843.0,2026-07-23
6557.T,681.0,2026-07-23
7130.T,2945.0,2026-07-23
9042.T,4610.0,2026-07-23
4651.T,266.0,2026-07-23
3137.T,216.0,2026-07-23
6218.T,626.0,2026-07-23
9007.T,1711.0,2026-07-23
8203.T,785.0,2026-07-23
5940.T,723.0,2026-07-23
7199.T,2022.0,2026-07-23
7091.T,1219.0,2026-07-23
3069.T,157.0,2026-07-23
9023.T,1427.0,2026-07-23
9223.T,416.0,2026-07-23
9024.T,3530.0,2026-07-23
7808.T,2735.0,2026-07-23
3003.T,1777.5,2026-07-23
8897.T,411.0,2026-07-23
4809.T,2062.0,2026-07-23
8143.T,145.0,2026-07-23
3121.T,217.0,2026-07-23
2471.T,268.0,2026-07-23
3232.T,551.0,2026-07-23
7516.T,4110.0,2026-07-23
4712.T,733.0,2026-07-23
3544.T,1258.0,2026-07-23
9031.T,3110.0,2026-07-23
9993.T,1184.0,2026-07-23
7129.T,1150.0,2026-07-23
4645.T,435.0,2026-07-23
168A.T,1056.0,2026-07-23
9005.T,1736.0,2026-07-23
9723.T,633.0,2026-07-23
3123.T,636.0,2026-07-23
2445.T,415.0,2026-07-23
2485.T,471.0,2026-07-23
9656.T,602.0,2026-07-23
372A.T,5440.0,2026-07-23
7578.T,70.0,2026-07-23
3524.T,1445.0,2026-07-23
9158.T,806.0,2026-07-23
6982.T,608.0,2026-07-22
3607.T,358.0,2026-07-23
3536.T,129.0,2026-07-23
8803.T,2354.0,2026-07-23
7561.T,658.0,2026-07-23
9081.T,3845.0,2026-07-23
9021.T,2921.5,2026-07-23
3315.T,98.0,2026-07-23
9020.T,3566.0,2026-07-23
4678.T,324.0,2026-07-23
6523.T,1077.0,2026-07-23
9204.T,415.0,2026-07-23
6074.T,510.0,2026-07-23
2424.T,626.0,2026-07-23
9268.T,408.0,2026-07-23
9305.T,2115.0,2026-07-23
2984.T,742.0,2026-07-23
9503.T,2362.0,2026-07-23
9041.T,3413.0,2026-07-23
9044.T,2909.5,2026-07-23
5010.T,237.0,2026-07-23
6464.T,368.0,2026-07-23
2378.T,1058.0,2026-07-23
5271.T,2262.0,2026-07-23
3204.T,502.0,2026-07-23
3856.T,498.0,2026-07-23
9048.T,1895.5,2026-07-23
3011.T,145.0,2026-07-23
9001.T,2986.0,2026-07-23
2687.T,491.0,2026-07-23
9603.T,990.0,2026-07-23
7062.T,790.0,2026-07-23
3880.T,991.0,2026-07-23
9003.T,2540.0,2026-07-23
9519.T,977.0,2026-07-23
6615.T,234.0,2026-07-23
3109.T,1030.0,2026-07-23
8835.T,805.0,2026-07-23
3422.T,493.0,2026-07-23
7604.T,897.0,2026-07-23
8424.T,4422.0,2026-07-23
2747.T,3095.0,2026-07-23
8425.T,1327.0,2026-07-23
9446.T,691.0,2026-07-23
7362.T,876.0,2026-07-23
5994.T,1034.0,2026-07-23
7640.T,173.0,2026-07-23
6444.T,155.0,2026-07-23
9082.T,1598.0,2026-07-23
2796.T,488.0,2026-07-23
8439.T,2685.0,2026-07-23
297A.T,217.0,2026-07-23
7061.T,572.0,2026-07-23
7212.T,675.0,2026-07-23
9033.T,623.0,2026-07-23
2291.T,525.0,2026-07-23
4350.T,493.0,2026-07-23
9536.T,2354.0,2026-07-23
4331.T,673.0,2026-07-23
8593.T,1439.5,2026-07-23
9513.T,3824.0,2026-07-23
9355.T,2260.0,2026-07-23
7515.T,4690.0,2026-07-22
2373.T,403.0,2026-07-23
2418.T,597.0,2026-07-23
5932.T,655.0,2026-07-23
7040.T,974.0,2026-07-23
7831.T,68.0,2026-07-23
9835.T,511.0,2026-07-23
8894.T,25.0,2026-07-23
9514.T,337.0,2026-07-23
3896.T,368.0,2026-07-23
6425.T,655.0,2026-07-23
6186.T,385.0,2026-07-23
4920.T,1101.0,2026-07-23
7256.T,429.0,2026-07-23
9507.T,1526.5,2026-07-23
9060.T,4210.0,2026-07-23
6699.T,479.0,2026-07-23
3202.T,126.0,2026-07-23
4755.T,797.6,2026-07-23
9160.T,308.0,2026-07-23
3863.T,1590.0,2026-07-23
8473.T,2895.0,2026-07-23
3248.T,883.0,2026-07-23
7898.T,891.0,2026-07-23
9012.T,2100.0,2026-07-23
7372.T,381.0,2026-07-23
9046.T,2497.0,2026-07-23
9115.T,845.0,2026-07-23
6412.T,2029.0,2026-07-23
9229.T,133.0,2026-07-23
9130.T,1486.0,2026-07-23
9017.T,2009.0,2026-07-23
3494.T,445.0,2026-07-23
4735.T,298.0,2026-07-23
2993.T,2165.0,2026-07-23
9508.T,1779.0,2026-07-23
9812.T,233.0,2026-07-23
8260.T,380.0,2026-07-23
2435.T,210.0,2026-07-23
9505.T,951.2,2026-07-23
9511.T,933.0,2026-07-23
9506.T,1146.5,2026-07-23
8254.T,255.0,2026-07-23
7815.T,351.0,2026-07-23
9509.T,1012.5,2026-07-23
5202.T,483.0,2026-07-23
9501.T,516.6,2026-07-23
9504.T,937.1,2026-07-23
3111.T,169.0,2026-07-23
8247.T,281.0,2026-07-23
9444.T,231.0,2026-07-23
